"TABLE_CATALOG","TABLE_SCHEMA","TABLE_NAME","TABLE_TYPE","ENGINE","VERSION","ROW_FORMAT","TABLE_ROWS","AVG_ROW_LENGTH","DATA_LENGTH","MAX_DATA_LENGTH","INDEX_LENGTH","DATA_FREE","AUTO_INCREMENT","CREATE_TIME","UPDATE_TIME","CHECK_TIME","TABLE_COLLATION","CHECKSUM","CREATE_OPTIONS","TABLE_COMMENT","MAX_INDEX_LENGTH"
"def","magento23","core_config_data","BASE TABLE","InnoDB",10,"Dynamic",25,655,16384,0,16384,0,26,"2019-07-01 21:43:03",NULL,NULL,"utf8_general_ci",NULL,"","Config Data",0
